OCC_TITLE,A_MEAN
Data Scientists,"75,230"
Data Scientists,"98,110"
Data Scientists,"141,740"
Data Scientists,"97,230"
Data Scientists,"111,170"
Data Scientists,"78,590"
Data Scientists,"99,910"
Data Scientists,"84,980"
Data Scientists,"98,790"
Data Scientists,"91,600"
Data Scientists,"128,810"
Data Scientists,"117,460"
Data Scientists,"110,390"
Data Scientists,"110,800"
Data Scientists,"99,160"
Data Scientists,"97,150"
Data Scientists,"103,730"
Data Scientists,"116,860"
Data Scientists,"75,220"
Data Scientists,"85,490"
Data Scientists,"89,130"
Data Scientists,"93,820"
Data Scientists,"82,490"
Data Scientists,"100,050"
Data Scientists,"108,090"
Data Scientists,"85,820"
Data Scientists,"77,410"
Data Scientists,"94,850"
Data Scientists,"114,940"
Data Scientists,"102,800"
Data Scientists,"95,990"
Data Scientists,"70,060"
Data Scientists,"75,390"
Data Scientists,"117,150"
Data Scientists,"91,250"
Data Scientists,"98,550"
Data Scientists,"81,300"
Data Scientists,"69,200"
Data Scientists,"82,890"
Data Scientists,"65,350"
Data Scientists,"94,130"
Data Scientists,*
Data Scientists,"78,420"
Data Scientists,"108,610"
Data Scientists,"76,920"
Data Scientists,"91,110"
Data Scientists,"73,900"
Data Scientists,"84,510"
Data Scientists,"87,890"
Data Scientists,"87,370"
Data Scientists,"95,260"
Data Scientists,"96,230"
Data Scientists,"105,890"
Data Scientists,"94,190"
Data Scientists,"67,240"
Data Scientists,"91,210"
Data Scientists,"99,400"
Data Scientists,"93,610"
Data Scientists,"101,710"
Data Scientists,"81,860"
Data Scientists,"83,670"
Data Scientists,"117,820"
Data Scientists,"85,590"
Data Scientists,"97,670"
Data Scientists,"89,490"
Data Scientists,"76,440"
Data Scientists,"86,190"
Data Scientists,"84,370"
Data Scientists,"96,510"
Data Scientists,"111,430"
Data Scientists,"100,200"
Data Scientists,"84,810"
Data Scientists,"79,560"
Data Scientists,"93,030"
Data Scientists,"84,680"
Data Scientists,"89,680"
Data Scientists,*
Data Scientists,"64,270"
Data Scientists,"92,440"
Data Scientists,"89,210"
Data Scientists,"83,680"
Data Scientists,"75,920"
Data Scientists,"120,290"
Data Scientists,"86,280"
Data Scientists,"79,670"
Data Scientists,"90,880"
Data Scientists,"83,990"
Data Scientists,"76,020"
Data Scientists,"97,250"
Data Scientists,"93,580"
Data Scientists,"108,470"
Data Scientists,"96,470"
Data Scientists,"112,880"
Data Scientists,"75,730"
Data Scientists,"97,800"
Data Scientists,"65,110"
Data Scientists,"101,560"
Data Scientists,"104,900"
Data Scientists,"113,830"
Data Scientists,"89,470"
Data Scientists,"136,040"
Data Scientists,"104,740"
Data Scientists,"86,610"
Data Scientists,"88,310"
Data Scientists,"147,280"
Data Scientists,"91,560"
Data Scientists,"91,520"
Data Scientists,"100,690"
Data Scientists,"109,880"
Data Scientists,"107,150"
Data Scientists,"80,420"
Data Scientists,"101,110"
Data Scientists,"109,460"
Data Scientists,"104,390"
Data Scientists,"86,910"
Data Scientists,"117,510"
Data Scientists,"102,010"
Data Scientists,"85,330"
Data Scientists,"118,000"
Data Scientists,"91,710"
Data Scientists,"108,130"
Data Scientists,"98,520"
Data Scientists,"126,890"
Data Scientists,"109,410"
Data Scientists,"82,770"
Data Scientists,"102,200"
Data Scientists,"95,770"
Data Scientists,"92,870"
Data Scientists,"105,450"
Data Scientists,"82,000"
Data Scientists,"87,850"
Data Scientists,"91,970"
Data Scientists,"101,530"
Data Scientists,"90,750"
Data Scientists,"103,520"
Data Scientists,"127,070"
Data Scientists,"152,080"
Data Scientists,"233,320"
Data Scientists,"60,760"
Data Scientists,"108,380"
Data Scientists,"114,540"
Data Scientists,"128,880"
Data Scientists,"121,310"
Data Scientists,"80,920"
Data Scientists,"78,940"
Data Scientists,"142,810"
Data Scientists,"89,880"
Data Scientists,"92,210"
Data Scientists,"102,400"
Data Scientists,"76,950"
Data Scientists,"91,890"
Data Scientists,"132,120"
Data Scientists,"92,160"
Data Scientists,"70,410"
Data Scientists,"116,760"
Data Scientists,"92,180"
Data Scientists,"78,350"
Data Scientists,"99,360"
Data Scientists,"72,470"
Data Scientists,"68,780"
Data Scientists,"134,670"
Data Scientists,"100,230"
Data Scientists,"93,380"
Data Scientists,"77,150"
Data Scientists,"103,260"
Data Scientists,"92,860"
Data Scientists,"119,660"
Data Scientists,"101,260"
Data Scientists,"95,180"
Data Scientists,"77,860"
Data Scientists,"91,480"
Data Scientists,"126,160"
Data Scientists,"86,900"
Data Scientists,"104,060"
Data Scientists,"112,100"
Data Scientists,"107,930"
Data Scientists,"80,340"
Data Scientists,"80,960"
Data Scientists,"90,720"
Data Scientists,"121,230"
Data Scientists,"115,240"
Data Scientists,*
Data Scientists,"82,490"
Data Scientists,"107,740"
Data Scientists,"80,570"
Data Scientists,"96,700"
Data Scientists,"105,150"
Data Scientists,"101,470"
Data Scientists,"85,620"
Data Scientists,"116,370"
Data Scientists,"91,360"
Data Scientists,"99,080"
Mathematical Science Occupations,"92,800"
Mathematical Science Occupations,"76,980"
Mathematical Science Occupations,"82,380"
Mathematical Science Occupations,"81,550"
Mathematical Science Occupations,"55,810"
Mathematical Science Occupations,"101,740"
Mathematical Science Occupations,"103,830"
Mathematical Science Occupations,"88,920"
Mathematical Science Occupations,"141,860"
Mathematical Science Occupations,"114,500"
Mathematical Science Occupations,"71,260"
Mathematical Science Occupations,"114,300"
Mathematical Science Occupations,*
Mathematical Science Occupations,"81,920"
Biological Scientists,"102,280"
Biological Scientists,"80,550"
Biological Scientists,"71,290"
Biological Scientists,"64,020"
Biological Scientists,"85,250"
Biological Scientists,"89,180"
Biological Scientists,"86,460"
Biological Scientists,"81,400"
Biological Scientists,"79,510"
Biological Scientists,"64,800"
Biological Scientists,"70,520"
Biological Scientists,"81,170"
Biological Scientists,"109,730"
Biological Scientists,"76,010"
Biological Scientists,"86,760"
Biological Scientists,"85,770"
Biological Scientists,"78,080"
Biological Scientists,"78,040"
Biological Scientists,"75,640"
Biological Scientists,"119,150"
Biological Scientists,"93,350"
Biological Scientists,"57,970"
Biological Scientists,"75,830"
Biological Scientists,"92,090"
Biological Scientists,"88,200"
Biological Scientists,"66,450"
Biological Scientists,"87,150"
Biological Scientists,"67,960"
Biological Scientists,"78,570"
Biological Scientists,"76,330"
Biological Scientists,"75,200"
Biological Scientists,"82,050"
Biological Scientists,"62,830"
Biological Scientists,"79,950"
Biological Scientists,"71,650"
Biological Scientists,"60,930"
Biological Scientists,"87,520"
Biological Scientists,"77,950"
Biological Scientists,"107,640"
Biological Scientists,"56,000"
Biological Scientists,"106,710"
Biological Scientists,"82,130"
Biological Scientists,"99,470"
Biological Scientists,"92,210"
Biological Scientists,"82,780"
Biological Scientists,"77,570"
Biological Scientists,"83,870"
Biological Scientists,"85,380"
Biological Scientists,"58,470"
Biological Scientists,"90,310"
Biological Scientists,"76,810"
Biological Scientists,"79,200"
Biological Scientists,"85,850"
Biological Scientists,"75,100"
Biological Scientists,"72,700"
Biological Scientists,"66,040"
Biological Scientists,"78,610"
Biological Scientists,"62,350"
Biological Scientists,"76,420"
Biological Scientists,*
Biological Scientists,"79,280"
Biological Scientists,"66,730"
Biological Scientists,"69,880"
Biological Scientists,"72,040"
Biological Scientists,"75,480"
Biological Scientists,"67,610"
Biological Scientists,"76,310"
Biological Scientists,"81,010"
Biological Scientists,"90,240"
Biological Scientists,"77,610"
Biological Scientists,"102,880"
Biological Scientists,"75,270"
Biological Scientists,"89,140"
Biological Scientists,"77,340"
Biological Scientists,"82,440"
Biological Scientists,"61,140"
Biological Scientists,"86,420"
Biological Scientists,"89,640"
Biological Scientists,"79,200"
Biological Scientists,"73,270"
Biological Scientists,"78,860"
Biological Scientists,"62,100"
Biological Scientists,"74,100"
Biological Scientists,"73,880"
Biological Scientists,"113,030"
Biological Scientists,"55,780"
Biological Scientists,"82,780"
Biological Scientists,"64,450"
Biological Scientists,"86,540"
Biological Scientists,"80,110"
Biological Scientists,"59,250"
Biological Scientists,"105,800"
Biological Scientists,"70,000"
Biological Scientists,"63,850"
Biological Scientists,"68,390"
Biological Scientists,"98,620"
Biological Scientists,"91,730"
Biological Scientists,"75,280"
Biological Scientists,"93,280"
Biological Scientists,"59,010"
Biological Scientists,"107,190"
Biological Scientists,"93,800"
Biological Scientists,"63,960"
Biological Scientists,"82,290"
Biological Scientists,"61,780"
Biological Scientists,"74,980"
Biological Scientists,"87,780"
Biological Scientists,"95,610"
Biological Scientists,"92,390"
Biological Scientists,"80,390"
Biological Scientists,"66,850"
Biological Scientists,"88,280"
Biological Scientists,"79,210"
Biological Scientists,"106,550"
Biological Scientists,"127,410"
Biological Scientists,"137,580"
Biological Scientists,"64,590"
Biological Scientists,"88,530"
Biological Scientists,"98,050"
Biological Scientists,"106,700"
Biological Scientists,"105,690"
Biological Scientists,"86,130"
Biological Scientists,"96,760"
Biological Scientists,"80,330"
Biological Scientists,"65,510"
Biological Scientists,"98,470"
Biological Scientists,"49,990"
Biological Scientists,"64,320"
Biological Scientists,"84,180"
Biological Scientists,*
Biological Scientists,"69,280"
Biological Scientists,"89,170"
Biological Scientists,"89,440"
Biological Scientists,"81,760"
Biological Scientists,"114,900"
Biological Scientists,"65,210"
Biological Scientists,"87,890"
Biological Scientists,"111,450"
Biological Scientists,"120,530"
Biological Scientists,"102,020"
Biological Scientists,"103,460"
Biological Scientists,"92,450"
Biological Scientists,"74,470"
Biological Scientists,"108,820"
Financial Specialists,"61,590"
Financial Specialists,"64,590"
Financial Specialists,"74,160"
Financial Specialists,"74,580"
Financial Specialists,"66,010"
Financial Specialists,"56,530"
Financial Specialists,"66,730"
Financial Specialists,"67,940"
Financial Specialists,"62,930"
Financial Specialists,"68,370"
Financial Specialists,"77,070"
Financial Specialists,"76,560"
Financial Specialists,"60,260"
Financial Specialists,"82,190"
Financial Specialists,"69,320"
Financial Specialists,"43,470"
Financial Specialists,"45,730"
Financial Specialists,"55,890"
Financial Specialists,"67,070"
Financial Specialists,"46,540"
Financial Specialists,"67,130"
Financial Specialists,"73,930"
Financial Specialists,"61,160"
Financial Specialists,"58,980"
Financial Specialists,"63,360"
Financial Specialists,"61,330"
Financial Specialists,"55,020"
Financial Specialists,"54,340"
Financial Specialists,"54,700"
Financial Specialists,"75,630"
Financial Specialists,"69,160"
Financial Specialists,"85,550"
Financial Specialists,"48,910"
Financial Specialists,"67,420"
Financial Specialists,"52,380"
Financial Specialists,"74,240"
Financial Specialists,"67,340"
Financial Specialists,"59,020"
Financial Specialists,"68,000"
Financial Specialists,"70,970"
Financial Specialists,"72,090"
Financial Specialists,"82,920"
Financial Specialists,"72,620"
Financial Specialists,"68,130"
Financial Specialists,"53,770"
Financial Specialists,"55,030"
Financial Specialists,"50,600"
Financial Specialists,"62,700"
Financial Specialists,"56,060"
Financial Specialists,"67,790"
Financial Specialists,"106,660"
Financial Specialists,"75,480"
Financial Specialists,"58,560"
Financial Specialists,"64,550"
Financial Specialists,"55,430"
Financial Specialists,"60,000"
Financial Specialists,"69,120"
Operations Research Analysts,"47,560"
Operations Research Analysts,"78,830"
Operations Research Analysts,"55,720"
Operations Research Analysts,"53,220"
Operations Research Analysts,"79,880"
Operations Research Analysts,"94,730"
Operations Research Analysts,"64,330"
Operations Research Analysts,"70,850"
Operations Research Analysts,"87,430"
Operations Research Analysts,"74,380"
Operations Research Analysts,"70,200"
Operations Research Analysts,"70,850"
Operations Research Analysts,"80,530"
Operations Research Analysts,"86,130"
Operations Research Analysts,"85,160"
Operations Research Analysts,*
Operations Research Analysts,"90,240"
Operations Research Analysts,"91,710"
Operations Research Analysts,"74,810"
Operations Research Analysts,"91,800"
Operations Research Analysts,"75,570"
Operations Research Analysts,"88,790"
Operations Research Analysts,"78,570"
Operations Research Analysts,"75,660"
Operations Research Analysts,"76,820"
Operations Research Analysts,"72,380"
Operations Research Analysts,"40,350"
Statisticians,"70,440"
Data Scientists,"103,790"
Data Scientists,"83,350"
Data Scientists,"92,970"
Data Scientists,"80,760"
Data Scientists,"104,130"
Data Scientists,"80,480"
Data Scientists,"75,450"
Data Scientists,"84,760"
Data Scientists,"75,240"
Data Scientists,"67,540"
Data Scientists,"66,600"
Data Scientists,"77,600"
Data Scientists,"86,300"
Data Scientists,"57,880"
Data Scientists,"82,550"
Data Scientists,"85,380"
Data Scientists,"99,550"
Data Scientists,"63,590"
Data Scientists,"79,820"
Data Scientists,"55,520"
Data Scientists,"72,600"
Data Scientists,"68,290"
Data Scientists,"71,280"
Data Scientists,"79,980"
Data Scientists,"123,430"
Data Scientists,"102,220"
Data Scientists,"76,960"
Data Scientists,"80,100"
Data Scientists,"80,120"
Data Scientists,"107,670"
Data Scientists,"96,270"
Data Scientists,"101,920"
Data Scientists,"113,340"
Data Scientists,"89,640"
Data Scientists,"80,690"
Data Scientists,"99,420"
Data Scientists,"69,170"
Data Scientists,"82,690"
Data Scientists,"80,900"
Data Scientists,"63,880"
Data Scientists,"78,320"
Data Scientists,"82,220"
Data Scientists,"89,390"
Data Scientists,"124,170"
Data Scientists,"99,990"
Data Scientists,*
Data Scientists,"80,340"
Data Scientists,"87,490"
Biological Scientists,"90,850"
Biological Scientists,"73,650"
Biological Scientists,"67,600"
Biological Scientists,"75,240"
Biological Scientists,"77,680"
Biological Scientists,"76,630"
Biological Scientists,"76,430"
Biological Scientists,"72,530"
Biological Scientists,"61,840"
Biological Scientists,"73,080"
Biological Scientists,"67,630"
Biological Scientists,"76,050"
Biological Scientists,"65,310"
Biological Scientists,"67,760"
Biological Scientists,"79,640"
Biological Scientists,"96,070"
Biological Scientists,"63,420"
Biological Scientists,"54,660"
Biological Scientists,"64,520"
Biological Scientists,"67,620"
Biological Scientists,"79,470"
Biological Scientists,"68,230"
Biological Scientists,"85,900"
Biological Scientists,"79,930"
Biological Scientists,"79,120"
Biological Scientists,"74,300"
Biological Scientists,"75,240"
Biological Scientists,"80,680"
Biological Scientists,"68,140"
Biological Scientists,"66,440"
Biological Scientists,"79,360"
Biological Scientists,"74,210"
Biological Scientists,"76,690"
Biological Scientists,"65,690"
Biological Scientists,"74,360"
Biological Scientists,"74,060"
Biological Scientists,"75,680"
Biological Scientists,"66,820"
Biological Scientists,"78,750"
Biological Scientists,"75,360"
Biological Scientists,"65,500"
Biological Scientists,*
Biological Scientists,"74,450"
Biological Scientists,"69,610"
Financial Specialists,"83,580"
Operations Research Analysts,"95,820"
Statisticians,"105,510"
Data Scientists,"115,240"
Data Scientists,"115,240"
Mathematical Science Occupations,"82,160"
Biological Scientists,"95,920"
Financial Specialists,"83,700"
Operations Research Analysts,"96,570"
Statisticians,"109,110"
Data Scientists,"116,600"
Data Scientists,"116,600"
Mathematical Science Occupations,"87,150"
Biological Scientists,"103,760"
Biological Scientists,"89,600"
Financial Specialists,"131,610"
Operations Research Analysts,"113,620"
Data Scientists,"116,740"
Data Scientists,"116,740"
Financial Specialists,"119,740"
Operations Research Analysts,"113,150"
Data Scientists,"102,610"
Data Scientists,"102,610"
Mathematical Science Occupations,"65,370"
Biological Scientists,"106,540"
Financial Specialists,"86,120"
Operations Research Analysts,"70,820"
Data Scientists,"85,290"
Data Scientists,"85,290"
Financial Specialists,"88,620"
Operations Research Analysts,"90,810"
Statisticians,"116,670"
Data Scientists,"111,380"
Data Scientists,"111,380"
Biological Scientists,"113,530"
Financial Specialists,"89,660"
Operations Research Analysts,"101,140"
Statisticians,"105,420"
Data Scientists,*
Data Scientists,*
Mathematical Science Occupations,"80,500"
Financial Specialists,"85,160"
Operations Research Analysts,"91,040"
Statisticians,"103,930"
Data Scientists,"117,720"
Data Scientists,"117,720"
Mathematical Science Occupations,"71,540"
Financial Specialists,"83,230"
Data Scientists,"99,410"
Data Scientists,"99,410"
Financial Specialists,"101,540"
Operations Research Analysts,"105,540"
Statisticians,"115,850"
Data Scientists,"113,450"
Data Scientists,"113,450"
Mathematical Science Occupations,"86,390"
Biological Scientists,"105,180"
Financial Specialists,"88,050"
Operations Research Analysts,"99,730"
Statisticians,"106,820"
Data Scientists,"113,920"
Data Scientists,"113,920"
Mathematical Science Occupations,"92,780"
Biological Scientists,"107,290"
Financial Specialists,"68,080"
Operations Research Analysts,"72,300"
Statisticians,"93,300"
Data Scientists,"97,460"
Data Scientists,"97,460"
Mathematical Science Occupations,"87,350"
Biological Scientists,"76,360"
Financial Specialists,"65,460"
Operations Research Analysts,"81,200"
Statisticians,"83,480"
Data Scientists,"84,070"
Data Scientists,"84,070"
Mathematical Science Occupations,"74,230"
Biological Scientists,"69,120"
Financial Specialists,"63,340"
Operations Research Analysts,"77,800"
Statisticians,"90,380"
Data Scientists,"89,380"
Data Scientists,"89,380"
Mathematical Science Occupations,"78,690"
Biological Scientists,"95,730"
Financial Specialists,"69,940"
Operations Research Analysts,"78,910"
Data Scientists,"85,180"
Data Scientists,"85,180"
Biological Scientists,"55,040"
Financial Specialists,"72,030"
Data Scientists,"84,770"
Data Scientists,"84,770"
Financial Specialists,"54,650"
Operations Research Analysts,"81,450"
Statisticians,"95,320"
Data Scientists,"89,050"
Data Scientists,"89,050"
Biological Scientists,"62,100"
Financial Specialists,"87,220"
Operations Research Analysts,"95,590"
Statisticians,"103,520"
Data Scientists,"82,840"
Data Scientists,"82,840"
Mathematical Science Occupations,"67,920"
Biological Scientists,"87,000"
Biological Scientists,"89,600"
Financial Specialists,"141,240"
Operations Research Analysts,"115,170"
Data Scientists,"130,950"
Data Scientists,"130,950"
Financial Specialists,"141,240"
Operations Research Analysts,"115,170"
Data Scientists,"130,950"
Data Scientists,"130,950"
Operations Research Analysts,"115,710"
Data Scientists,"108,830"
Data Scientists,"108,830"
Operations Research Analysts,"115,710"
Data Scientists,"108,830"
Data Scientists,"108,830"
Financial Specialists,"119,740"
Operations Research Analysts,"113,150"
Data Scientists,"102,610"
Data Scientists,"102,610"
Mathematical Science Occupations,"65,370"
Biological Scientists,"106,540"
Financial Specialists,"128,900"
Operations Research Analysts,"102,120"
Data Scientists,"93,720"
Data Scientists,"93,720"
Mathematical Science Occupations,"65,370"
Biological Scientists,"89,550"
Operations Research Analysts,"92,300"
Data Scientists,"114,820"
Data Scientists,"114,820"
Biological Scientists,"92,860"
Financial Specialists,"111,560"
Operations Research Analysts,"128,150"
Data Scientists,"130,040"
Data Scientists,"130,040"
Financial Specialists,"93,310"
Operations Research Analysts,"85,940"
Data Scientists,"87,070"
Data Scientists,"87,070"
Financial Specialists,"91,920"
Financial Specialists,"99,810"
Financial Specialists,"95,770"
Data Scientists,"69,620"
Data Scientists,"69,620"
Financial Specialists,"84,590"
Data Scientists,"71,500"
Data Scientists,"71,500"
Financial Specialists,"83,520"
Data Scientists,"73,850"
Data Scientists,"73,850"
Financial Specialists,"102,650"
Financial Specialists,"68,770"
Operations Research Analysts,"57,150"
Data Scientists,"94,800"
Data Scientists,"94,800"
Financial Specialists,"74,550"
Financial Specialists,"67,210"
Operations Research Analysts,"57,150"
Data Scientists,"99,720"
Data Scientists,"99,720"
Financial Specialists,"79,200"
Operations Research Analysts,"55,490"
Data Scientists,"89,970"
Data Scientists,"89,970"
Financial Specialists,"47,100"
Data Scientists,"105,690"
Data Scientists,"105,690"
Financial Specialists,"83,710"
Operations Research Analysts,"87,110"
Data Scientists,"83,950"
Data Scientists,"83,950"
Financial Specialists,"75,350"
Operations Research Analysts,"91,050"
Data Scientists,"78,920"
Data Scientists,"78,920"
Data Scientists,"54,120"
Data Scientists,"54,120"
Data Scientists,"80,410"
Data Scientists,"80,410"
Financial Specialists,"77,850"
Operations Research Analysts,"83,870"
Data Scientists,"94,780"
Data Scientists,"94,780"
Financial Specialists,"77,850"
Operations Research Analysts,"85,490"
Data Scientists,"94,100"
Data Scientists,"94,100"
Financial Specialists,"86,790"
Operations Research Analysts,"112,100"
Data Scientists,"87,840"
Data Scientists,"87,840"
Financial Specialists,"85,440"
Operations Research Analysts,*
Financial Specialists,"66,030"
Operations Research Analysts,"60,300"
Data Scientists,*
Data Scientists,*
Financial Specialists,"66,030"
Operations Research Analysts,"60,300"
Data Scientists,*
Data Scientists,*
Financial Specialists,"104,160"
Operations Research Analysts,"128,600"
Financial Specialists,"104,160"
Operations Research Analysts,"128,600"
Financial Specialists,"117,560"
Operations Research Analysts,"94,920"
Statisticians,"160,260"
Data Scientists,"124,820"
Data Scientists,"124,820"
Biological Scientists,"110,020"
Financial Specialists,"123,700"
Operations Research Analysts,"96,000"
Statisticians,"162,400"
Data Scientists,"128,960"
Data Scientists,"128,960"
Biological Scientists,"110,010"
Financial Specialists,"73,680"
Operations Research Analysts,"101,270"
Data Scientists,"71,450"
Data Scientists,"71,450"
Financial Specialists,"72,460"
Operations Research Analysts,"105,880"
Data Scientists,"70,930"
Data Scientists,"70,930"
Data Scientists,"95,150"
Data Scientists,"95,150"
Data Scientists,"95,150"
Data Scientists,"95,150"
Financial Specialists,"84,480"
Data Scientists,"93,830"
Data Scientists,"93,830"
Financial Specialists,"78,700"
Operations Research Analysts,"82,550"
Data Scientists,"85,200"
Data Scientists,"85,200"
Financial Specialists,"82,660"
Operations Research Analysts,"108,560"
Data Scientists,"96,290"
Data Scientists,"96,290"
Data Scientists,"108,880"
Data Scientists,"108,880"
Data Scientists,"82,640"
Data Scientists,"82,640"
Financial Specialists,"86,820"
Operations Research Analysts,"121,880"
Data Scientists,"104,050"
Data Scientists,"104,050"
Financial Specialists,"130,310"
Operations Research Analysts,"132,630"
Statisticians,"123,180"
Data Scientists,"138,430"
Data Scientists,"138,430"
Biological Scientists,"235,650"
Financial Specialists,"149,930"
Operations Research Analysts,"231,150"
Data Scientists,"158,350"
Data Scientists,"158,350"
Financial Specialists,"104,070"
Operations Research Analysts,"115,430"
Data Scientists,"100,950"
Data Scientists,"100,950"
Operations Research Analysts,"106,610"
Financial Specialists,"114,790"
Operations Research Analysts,"111,560"
Statisticians,"96,600"
Data Scientists,"148,270"
Data Scientists,"148,270"
Financial Specialists,"115,780"
Operations Research Analysts,"110,820"
Statisticians,"141,000"
Data Scientists,"121,190"
Data Scientists,"121,190"
Biological Scientists,"235,650"
Operations Research Analysts,"91,920"
Data Scientists,*
Data Scientists,*
Financial Specialists,"85,240"
Operations Research Analysts,"95,000"
Data Scientists,"86,110"
Data Scientists,"86,110"
Data Scientists,"80,350"
Data Scientists,"80,350"
Operations Research Analysts,"103,130"
Data Scientists,"90,430"
Data Scientists,"90,430"
Financial Specialists,"110,760"
Operations Research Analysts,"111,590"
Statisticians,"114,180"
Data Scientists,"110,930"
Data Scientists,"110,930"
Financial Specialists,"143,320"
Operations Research Analysts,"100,990"
Data Scientists,"107,020"
Data Scientists,"107,020"
Financial Specialists,"110,400"
Operations Research Analysts,"97,070"
Data Scientists,"93,510"
Data Scientists,"93,510"
Financial Specialists,"90,490"
Operations Research Analysts,"114,780"
Statisticians,"128,630"
Data Scientists,"115,380"
Data Scientists,"115,380"
Operations Research Analysts,"87,110"
Data Scientists,"80,350"
Data Scientists,"80,350"
Financial Specialists,"101,520"
Operations Research Analysts,"98,960"
Statisticians,"144,690"
Data Scientists,"108,690"
Data Scientists,"108,690"
Biological Scientists,"99,780"
Financial Specialists,"104,990"
Operations Research Analysts,"101,970"
Statisticians,"146,100"
Data Scientists,"113,740"
Data Scientists,"113,740"
Biological Scientists,"100,780"
Operations Research Analysts,"78,460"
Data Scientists,"91,570"
Data Scientists,"91,570"
Financial Specialists,"95,180"
Operations Research Analysts,"90,700"
Statisticians,"96,300"
Data Scientists,"112,790"
Data Scientists,"112,790"
Biological Scientists,"115,060"
Financial Specialists,"143,940"
Operations Research Analysts,"66,430"
Data Scientists,"110,860"
Data Scientists,"110,860"
Financial Specialists,"80,720"
Operations Research Analysts,"81,540"
Statisticians,"89,170"
Data Scientists,"122,130"
Data Scientists,"122,130"
Biological Scientists,"115,060"
Financial Specialists,"90,250"
Data Scientists,"88,090"
Data Scientists,"88,090"
Data Scientists,"103,690"
Data Scientists,"103,690"
Financial Specialists,"88,580"
Operations Research Analysts,"86,130"
Statisticians,"144,280"
Data Scientists,"109,060"
